,post,type,symptom,label
5260,"I exhibit pronounced indecisiveness, compounded by a depressed mood and frequent lapses in memory, which significantly impacts my daily functioning.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5261,I find myself unable to make decisions without extensive reassurance due to persistent sadness and frequent memory lapses.,clinical,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5262,My overwhelming sense of indecisiveness often correlates with episodes of emotional numbness and a noticeable decline in memory retention.,clinical,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5263,"I struggle with a persistent low mood, which is accompanied by significant indecisiveness and difficulty retaining new information.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5264,"The combination of feeling emotionally heavy, being unable to make even simple decisions, and forgetfulness about daily events is debilitating.",clinical,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5265,"I'm constantly second-guessing myself and feeling down, and I can't remember anything these days.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5266,I can't decide on anything and I'm always feeling empty and forget things all the time.,colloquial,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5267,"Feeling sad all the time and can't make up my mind, plus I keep forgetting where I put stuff.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5268,"Everything feels so heavy, I can't decide on anything, and I forget everything, even appointments.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5269,"My mind's a blank slate when I try to make decisions, and the sadness doesn't help, nor does my forgetfulness.",colloquial,"['Depressed_Mood', 'Indecisiveness', 'Poor_memory']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
5270,"I frequently experience a pervasive sense of gloom and feel emotionally numb, accompanied by a markedly diminished interest in activities and irritability that leads to verbal aggression towards others.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5271,"There is a persistent feeling of despair and emptiness; I am detached from everything around me, and my irritability often results in angry outbursts.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5272,"I present with a persistent depressed mood and loss of interest in previously enjoyable activities, coupled with frequent mood swings and verbal aggression.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5273,"I experience persistent sadness and emotional heaviness, leading to a lack of motivation to engage in social activities and increased irritability in interpersonal interactions.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5274,"I am constantly feeling emotionally numb and disconnected from my surroundings, with a diminished interest in maintaining relationships and a heightened sense of anger and irritability.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5275,"Lately, I feel completely empty inside. It's like I can't find any joy in anything anymore, and every little thing just makes me so angry.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5276,"I don't know what's wrong with me. I just feel sad all the time, I don't care about anything or anyone, and I'm snapping at people for no reason.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5277,"I used to love hanging out with friends, but now I just feel too down and end up getting irritated at the smallest things.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5278,"I'm constantly frustrated and angry these days; everything feels pointless, and I just don't want to be around anyone.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5279,"It's like I'm in this fog of sadness, nothing excites me anymore, and I just end up lashing out at people I care about.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Anger_Irritability']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5280,"I have been experiencing initial insomnia and persistent feelings of sadness. Despite a full night's sleep, I feel exhausted and have significant weight fluctuations.",clinical,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5281,Persistent low mood and restless sleep are contributing to my decreased energy levels. I've also noticed a marked change in my appetite.,clinical,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5282,"I present with terminal insomnia, a pervasive sense of emotional heaviness, constant tiredness, and significant weight loss.",clinical,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5283,"Due to nocturnal panic attacks, my mood remains persistently low, my energy levels are depleted, and I've lost interest in eating.",clinical,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5284,"I experience restless, unsatisfying sleep with a persistent sense of melancholy, chronic fatigue, and difficulty maintaining a stable weight.",clinical,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5285,"I can't sleep at night, always feeling sad and drained. My energy's gone, and I can't stop eating even if I'm not hungry.",colloquial,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5286,"Every night is a struggle to fall asleep, and my mood is always down. I feel tired all the time, and my weight just keeps changing.",colloquial,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5287,"I wake up too early and can't get back to sleep. I feel like I'm running on empty, and I don't feel like eating anymore.",colloquial,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5288,"I feel emotionally numb, can't get a good night's sleep, and my energy is nonexistent. Eating just doesn't interest me anymore.",colloquial,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5289,"I often find myself crying, unable to sleep, with no energy to do anything. My appetite is all over the place too.",colloquial,"['Depressed_Mood', 'Sleep_disturbance', 'Decreased_energy_tiredness_fatigue', 'Weight_and_appetite_change']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5290,"I frequently experience recurrent suicidal ideation and feel an overwhelming sense of hopelessness about the future, coupled with a persistent depressed mood and a distorted sense of worthlessness.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5291,"There are intrusive thoughts about ending my life, and I can't help but feel that my efforts will never lead to success, which only adds to my ongoing sense of emotional numbness and self-reproach.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5292,"I have a preoccupation with death and often imagine scenarios of my own death, driven by feelings of pessimism about the future and a deep-seated belief in my own worthlessness.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5293,The persistent feelings of sadness that I can't seem to shake are intertwined with thoughts of death as a way to escape the pervasive despair and guilt I feel about my perceived failures.,clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5294,"My frequent crying spells are accompanied by a haunting sense of hopelessness about personal growth, recurrent thoughts of death, and self-criticism over every fault.",clinical,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5295,I keep thinking that dying might be the only way out because everything feels pointless and I'm just so down on myself all the time.,colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5296,Sometimes I just cry and think about ways to end it all because I'm convinced nothing will ever get better and I'm just not worth it.,colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5297,"Honestly, I feel like a total failure and can't stop thinking about death as a relief from this constant sadness and dread about the future.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5298,"Every day feels so heavy, like there's no point in trying anymore. I keep getting stuck on thoughts that maybe not being here is the solution.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5299,"It's like I'm trapped in this dark place where all I see is my own worthlessness, and the idea of dying just keeps crossing my mind.",colloquial,"['Depressed_Mood', 'Suicidal_ideas', 'Worthlessness_and_guilty', 'Pessimism']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]"
5300,"I experience a persistent low mood and find it challenging to maintain interest in activities I once enjoyed, resulting in social withdrawal.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5301,"The pervasive sense of gloom I feel is accompanied by a marked loss of motivation to engage in any significant activities, leading to neglect of personal care.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5302,"I consistently feel emotionally numb, and this is linked with a significant reduction in my engagement with work responsibilities and social interactions.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5303,"I am tearful frequently and have lost interest in maintaining relationships, resulting in a feeling of emptiness and detachment from others.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5304,"My persistent sense of melancholy is coupled with a diminished enthusiasm for personal goals, causing a significant deterioration in my academic performance.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5305,"I feel like crying all the time, and I don't care about anything anymore, like hanging out with friends or doing my hobbies.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5306,"It's like there's a heavy cloud over me all the time, and I just can't be bothered with things I used to love doing.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5307,"Most days, I feel numb inside and have no motivation to even get out of bed or do basic things like showering.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5308,"I can't shake this sadness, and I've stopped caring about keeping in touch with family or participating in things that used to make me happy.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5309,"Every day feels the same, like I'm in a fog, and I'm not interested in any activities or goals anymore, even though I know I should care.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
5310,"I experience frequent episodes of initial insomnia, compounded by persistent low mood and pervasive feelings of worthlessness and self-reproach.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5311,"Despite prolonged sleep episodes at night, I wake up feeling unrested, which is exacerbated by a distressing sense of emotional heaviness and self-criticism over trivial matters.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5312,"My sleep is often interrupted by nocturnal panic attacks, driven by racing thoughts of guilt and a deep sense of melancholy that persists throughout the night.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5313,"I endure restless and unsatisfying sleep, intertwined with feelings of despair and exaggerated responsibility for daily mishaps.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5314,"Despite sleeping excessively, I remain fatigued during the day, accompanied by a pervasive sense of gloom and persistent guilty ruminations about past decisions.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5315,I can't sleep at night because my mind is always racing about how worthless I feel and how sad everything is.,colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5316,"I cry myself to sleep most nights, feeling guilty for the smallest things and waking up exhausted.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5317,"Sometimes I just lie awake, feeling empty and blaming myself for everything wrong around me.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5318,"No matter how much I sleep, I still feel drained because I'm constantly battling feelings of being a failure and sadness.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5319,"I can't shake off this low mood, and even sleeping doesn't help because I wake up feeling guilty and worthless.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
5320,"I experience a chronic sense of fatigue, coupled with marked fluctuations in my eating patterns, including both excessive and diminished intake, and persistent sleep disturbances manifesting as difficulty maintaining sleep and waking frequently throughout the night.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5321,"Despite attempts to regulate my nutrition, I find myself experiencing significant energy depletion and pervasive sleep interruptions, characterized by early morning awakenings and subsequent inability to resume sleep.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
5322,"There is a substantial impact on my health due to my irregular eating habits, ongoing fatigue during waking hours, and non-restorative sleep that fails to ameliorate my tiredness.",clinical,"['Decreased_energy_tiredness_fatigue', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
