,post,type,symptom,description,label
2368,Increased daytime sleep has become a consistent issue affecting my productivity.,clinical,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2369,"I'm sleeping way too much during the day, and it's messing up my routine.",colloquial,Sleep_disturbance,Increased daytime sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2370,"I find myself sleeping for more than 10 hours each night, yet I still feel fatigued throughout the day.",clinical,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2371,"I can't stop sleeping; it feels like I'm constantly in bed, and I just can't get enough rest.",colloquial,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2372,"Despite extended hours of sleep, I experience persistent drowsiness and lack of energy.",clinical,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2373,"I'm sleeping my life away, no matter how much I sleep, I always wake up tired.",colloquial,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2374,"I am experiencing hypersomnia, resulting in prolonged sleep durations and difficulty waking.",clinical,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2375,"All I do is sleep, and it still feels like I could nap all day.",colloquial,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2376,"I consistently sleep for extended periods exceeding my usual routine, but it doesn't alleviate my exhaustion.",clinical,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2377,"I feel like I'm always sleeping, and no amount seems to make the tiredness go away.",colloquial,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2378,"I am experiencing increased sleep durations, often surpassing 12 hours in a 24-hour period.",clinical,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2379,"I just keep sleeping and sleeping, and it never feels like enough.",colloquial,Sleep_disturbance,Sleeping excessively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2380,"I consistently experience early morning awakenings, often waking up hours before my intended time without the ability to return to sleep.",clinical,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2381,"Every single morning, I wake up at least two hours earlier than planned, and I just lie there unable to fall back asleep.",clinical,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2382,"There is a persistent pattern of awakening in the early morning, typically unable to resume sleeping after.",clinical,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2383,"I report frequent awakenings before the desired time, with the inability to return to sleep being a significant issue.",clinical,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2384,"I wake up consistently before my alarm, and I’m unable to fall asleep again, which disrupts my overall rest.",clinical,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2385,I keep waking up way too early and find it impossible to fall back asleep even if I'm still exhausted.,colloquial,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2386,"No matter what time I go to bed, I wake up stupidly early and can't get back to sleep.",colloquial,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2387,I wake up way before my alarm every morning and just stare at the ceiling because I can't fall back asleep.,colloquial,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2388,Every morning I'm up at the crack of dawn and then just lie there wide awake.,colloquial,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2389,Waking up way too early and not being able to go back to sleep is really messing with my day.,colloquial,Sleep_disturbance,Terminal insomnia,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2390,"I experience frequent awakenings throughout the night, often leading to fragmented sleep.",clinical,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2391,I keep waking up all the time at night. It's so frustrating.,colloquial,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2392,"My sleep is disrupted by multiple awakenings during the night, which impacts my overall restfulness.",clinical,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2393,I can't stay asleep for long; I wake up so many times every night.,colloquial,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2394,"Nighttime awakenings are frequent for me, resulting in non-restorative sleep.",clinical,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2395,"It's like I wake up every hour or so, and I can't get a good night's sleep.",colloquial,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2396,"I wake up multiple times each night, affecting my ability to maintain continuous sleep.",clinical,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2397,My sleep is so broken up because I keep waking up again and again during the night.,colloquial,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2398,Frequent nocturnal awakenings are a persistent issue that interrupts my sleep cycle.,clinical,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2399,I just can't get a full night's sleep; I'm always waking up at night.,colloquial,Sleep_disturbance,Waking up frequently during the night,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2400,I experience early morning awakenings and find it difficult to return to sleep.,clinical,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2401,"I keep waking up way too early and can’t fall back asleep, no matter how tired I feel.",colloquial,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2402,I consistently wake up earlier than intended and am unable to resume sleep.,clinical,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2403,"I keep opening my eyes hours before my alarm and just lay there, unable to sleep.",colloquial,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2404,I find myself waking up prematurely and failing to fall asleep again.,clinical,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2405,I wake up way too early and can’t go back to sleep no matter how hard I try.,colloquial,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2406,My sleep is disrupted by waking up early and I am unable to return to sleep.,clinical,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2407,"I always wake up before dawn and just stare at the ceiling, unable to sleep again.",colloquial,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2408,I suffer from early awakenings with an inability to resume sleeping.,clinical,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2409,I’m up way too early every morning and can’t seem to fall back asleep.,colloquial,Sleep_disturbance,Waking up too early and unable to fall back asleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2410,"Despite obtaining 8 hours of sleep, I consistently experience a lack of refreshment upon waking.",clinical,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2411,I wake up every morning feeling like I haven't slept at all.,colloquial,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2412,"I wake up in the morning with persistent fatigue, regardless of adequate sleep duration.",clinical,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2413,"Even after sleeping through the night, I feel drained when I get up.",colloquial,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2414,"There is a consistent lack of restorative quality in my sleep, despite meeting recommended sleep hours.",clinical,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2415,"No matter how long I sleep, I always feel exhausted when I wake up.",colloquial,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2416,"Each morning, I find myself experiencing non-restorative sleep, despite a full night's rest.",clinical,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2417,"It's like I never went to bed, I’m always tired when I wake up.",colloquial,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2418,"My sleep is characterized by a persistent lack of refreshment, irrespective of its length.",clinical,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2419,"Getting out of bed feels like lifting weights every morning, even after sleeping all night.",colloquial,Sleep_disturbance,Feeling unrefreshed after a full night's sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2420,I experience persistent racing thoughts that inhibit my ability to initiate and maintain sleep.,clinical,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2421,I lie awake for hours because my mind won't stop racing.,colloquial,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2422,Intrusive and continuous thoughts interfere with my sleep onset and continuity.,clinical,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2423,I can't fall asleep because my brain is stuck on repeat.,colloquial,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2424,I struggle with initiating sleep due to incessant cognitive activity.,clinical,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2425,"My mind is like a hamster on a wheel, and I can't sleep because of it.",colloquial,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2426,The presence of uncontrollable thoughts disrupts my sleep patterns significantly.,clinical,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2427,My thoughts are so loud at night that I just can't fall asleep.,colloquial,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2428,Ruminative thoughts consistently prevent me from achieving restful sleep.,clinical,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2429,"I can't turn off my brain at night, and it keeps me awake.",colloquial,Sleep_disturbance,Experiencing racing thoughts that prevent sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2430,I experience significant anxiety when attempting to initiate sleep at night.,clinical,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2431,"The moment I lay down, my mind starts racing and I can't stop worrying.",colloquial,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2432,I have persistent feelings of worry that prevent me from falling asleep.,clinical,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2433,Going to bed fills me with so much anxiety that I can't relax.,colloquial,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2434,I frequently experience anticipatory anxiety related to sleep onset.,clinical,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2435,I can't seem to shut off my anxious thoughts before bed.,colloquial,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2436,The thought of going to sleep triggers a strong sense of worry.,clinical,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2437,"Every night, I get so nervous about what might happen that I can't fall asleep.",colloquial,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2438,"I experience considerable distress due to anxiety at bedtime, affecting my sleep initiation.",clinical,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2439,"As soon as it's bedtime, I start overthinking everything and it keeps me up.",colloquial,Sleep_disturbance,Feeling anxious or worried at bedtime,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2440,I experience nocturnal awakenings due to persistent physical discomfort.,clinical,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2441,I keep waking up because my body hurts all the time.,colloquial,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2442,My sleep is frequently interrupted by pervasive pain sensations.,clinical,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2443,I can't get a full night's sleep because of constant aches.,colloquial,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2444,I endure significant physical discomfort that disrupts my sleep cycle.,clinical,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2445,Pain keeps waking me up during the night.,colloquial,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2446,Chronic physical pain leads to frequent sleep fragmentation.,clinical,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2447,I can't stay asleep because my body constantly feels sore.,colloquial,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2448,I experience significant difficulties maintaining sleep due to physical discomfort.,clinical,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2449,I'm always waking up because my body feels uncomfortable.,colloquial,Sleep_disturbance,Experiencing physical discomfort or pain that disrupts sleep,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2450,"I experience significant difficulty maintaining a regular sleep schedule, resulting in irregular sleep patterns.",clinical,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2451,"I can never sleep at the same time each night, my schedule is all over the place.",colloquial,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2452,"My sleep is fragmented and lacks consistency, often leading to varying sleep durations.",clinical,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2453,"My sleep is a mess, one night I crash early, the next I can't sleep at all.",colloquial,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2454,I find it challenging to adhere to a consistent bedtime due to my erratic sleep patterns.,clinical,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2455,"I have no idea when I'll actually fall asleep, it's so unpredictable.",colloquial,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2456,"There is an absence of a stable sleep routine in my life, contributing to sleep disturbance.",clinical,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2457,"Honestly, my sleep schedule is completely out of whack.",colloquial,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2458,"I regularly encounter disruptions in my circadian rhythm, leading to inconsistent sleep patterns.",clinical,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2459,"I can't seem to get my sleep pattern to settle down, it's frustrating.",colloquial,Sleep_disturbance,Having irregular sleep patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2460,I frequently experience sleep paralysis characterized by an inability to move or speak upon waking.,clinical,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2461,"I often have paralysis during my sleep, making it impossible to move when I wake up.",clinical,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2462,"Sleep paralysis episodes occur multiple times a week, with associated immobility upon waking.",clinical,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2463,"I experience recurrent episodes of sleep paralysis, which are distressing and leave me unable to move upon awakening.",clinical,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2464,"My sleep is disrupted by frequent occurrences of sleep paralysis, causing significant distress.",clinical,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2465,"I wake up and can't move a muscle, it's like I'm trapped in my own body.",colloquial,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2466,I'm scared to fall asleep because I might wake up paralyzed again.,colloquial,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
2467,Every night I dread the moment when my body refuses to move after waking up.,colloquial,Sleep_disturbance,Experiencing sleep paralysis,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
